access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-78.276287,39.628678],[-78.276131,39.629179],[-78.275907,39.629819],[-78.275751,39.630251],[-78.275633,39.630499],[-78.275402,39.630868],[-78.274138,39.632647],[-78.273932,39.632918],[-78.273739,39.633150],[-78.273521,39.633372],[-78.273216,39.633624],[-78.272233,39.634341],[-78.271474,39.634894],[-78.271277,39.635011],[-78.271120,39.635098],[-78.270885,39.635187],[-78.270730,39.635259],[-78.270574,39.635363],[-78.270429,39.635504],[-78.270250,39.635717],[-78.269594,39.636620],[-78.269332,39.636943],[-78.269002,39.637310],[-78.268783,39.637603],[-78.268619,39.637874],[-78.268450,39.638184],[-78.268231,39.638612],[-78.268108,39.638829],[-78.267908,39.639068],[-78.267543,39.639380],[-78.267388,39.639482],[-78.267287,39.639526],[-78.267169,39.639559],[-78.267032,39.639562],[-78.266905,39.639544],[-78.266787,39.639491],[-78.266677,39.639414],[-78.266587,39.639287],[-78.266464,39.638925],[-78.266395,39.638761],[-78.266308,39.638627],[-78.266196,39.638501],[-78.265883,39.638211],[-78.265100,39.637542],[-78.264500,39.637005],[-78.264136,39.636704],[-78.263855,39.636481],[-78.263672,39.636345],[-78.263469,39.636226],[-78.263198,39.636109],[-78.262550,39.635846],[-78.262182,39.635672],[-78.261707,39.635398],[-78.261298,39.635132],[-78.261178,39.635062],[-78.261110,39.635039],[-78.261035,39.635026],[-78.260980,39.635023],[-78.260932,39.635020],[-78.260836,39.635058],[-78.260755,39.635100],[-78.260673,39.635175],[-78.260521,39.635356],[-78.260364,39.635574],[-78.259212,39.637180],[-78.258893,39.637602],[-78.258436,39.638258],[-78.258184,39.638550],[-78.257996,39.638750],[-78.257861,39.638918],[-78.257724,39.639141],[-78.257466,39.639614],[-78.257250,39.639958],[-78.256919,39.640400],[-78.256330,39.641166],[-78.255547,39.642179],[-78.255012,39.642856],[-78.254704,39.643241],[-78.254363,39.643634],[-78.254065,39.643938],[-78.253861,39.644131],[-78.253582,39.644352],[-78.253392,39.644490],[-78.253223,39.644635],[-78.253108,39.644700],[-78.252993,39.644744],[-78.252597,39.644872],[-78.252244,39.645024],[-78.252051,39.645136],[-78.251890,39.645260],[-78.251798,39.645376],[-78.251755,39.645470],[-78.251728,39.645575],[-78.251730,39.645675],[-78.251749,39.645777],[-78.251838,39.646050],[-78.251932,39.646356],[-78.252007,39.646663],[-78.252085,39.647091]]",,11561186,tertiary,,,,,,,,,Deneen Road,,,,,,A41,"Washington, MD",Deneen,,,,,,,,,,position,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,,,,,,,,,,,,,,,,
,,,"[[-78.291042,39.632229],[-78.290975,39.632242],[-78.290920,39.632243],[-78.290872,39.632224],[-78.290834,39.632200],[-78.290821,39.632139],[-78.290864,39.631961],[-78.291052,39.631560],[-78.291205,39.631249],[-78.291361,39.630971],[-78.291635,39.630634],[-78.291836,39.630377],[-78.291938,39.630184],[-78.292103,39.629746],[-78.292279,39.629327],[-78.292496,39.628913],[-78.292697,39.628566],[-78.292949,39.628133],[-78.292995,39.628020],[-78.293004,39.627881],[-78.292983,39.627626],[-78.292980,39.627436],[-78.292953,39.627265],[-78.292936,39.627157],[-78.292859,39.627041],[-78.292749,39.626937],[-78.292571,39.626846],[-78.292285,39.626748],[-78.292115,39.626654],[-78.291901,39.626469],[-78.291746,39.626340],[-78.291604,39.626211],[-78.291467,39.626088],[-78.291215,39.625727],[-78.291162,39.625587],[-78.291156,39.625491],[-78.291140,39.625421],[-78.291092,39.625366],[-78.291006,39.625332],[-78.290829,39.625276],[-78.290576,39.625176],[-78.290322,39.625038],[-78.290094,39.624863],[-78.289890,39.624691],[-78.289648,39.624553],[-78.289288,39.624419],[-78.288901,39.624318],[-78.288509,39.624250],[-78.288112,39.624208],[-78.287864,39.624217],[-78.287667,39.624256],[-78.287409,39.624334],[-78.287132,39.624500],[-78.286745,39.624787],[-78.286281,39.625162],[-78.285990,39.625430],[-78.285727,39.625610],[-78.285508,39.625733],[-78.285033,39.625903],[-78.284885,39.625966],[-78.284773,39.626078],[-78.284700,39.626191],[-78.284650,39.626362],[-78.284504,39.626578],[-78.284333,39.626753],[-78.284066,39.626931],[-78.283476,39.627315],[-78.283098,39.627539],[-78.282600,39.627754],[-78.282173,39.628003],[-78.281773,39.628196],[-78.281461,39.628334],[-78.280891,39.628460],[-78.280098,39.628645],[-78.279554,39.628775],[-78.279026,39.628861],[-78.278562,39.628911],[-78.278056,39.628930],[-78.277890,39.628923],[-78.276287,39.628678]]",,11561192,unclassified,,,,,,,,,Deneen Road,,,,,,A41,"Washington, MD",Deneen,,,,,,,,,,position,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,21750,,,,,21750,,,,,,,,,,
,,,"[[-77.947309,39.622892],[-77.947296,39.622829],[-77.947301,39.622755],[-77.947374,39.622518],[-77.947440,39.622251],[-77.947465,39.622047],[-77.947546,39.621759],[-77.947597,39.621642],[-77.947624,39.621484],[-77.947612,39.621332],[-77.947574,39.621216],[-77.947491,39.621124],[-77.947384,39.621025],[-77.947311,39.620943],[-77.947259,39.620851],[-77.947214,39.620739],[-77.947202,39.620629],[-77.947210,39.620513],[-77.947222,39.620401],[-77.947298,39.620117],[-77.947318,39.619954],[-77.947307,39.619789],[-77.947265,39.619431],[-77.947190,39.619040],[-77.947181,39.618896],[-77.947164,39.618652],[-77.947172,39.618486],[-77.947201,39.618250],[-77.947262,39.617900],[-77.947321,39.617566],[-77.947372,39.617376],[-77.947548,39.616930],[-77.947680,39.616608],[-77.947705,39.616527],[-77.947757,39.616443],[-77.947872,39.616282],[-77.948023,39.616092],[-77.948188,39.615892],[-77.948360,39.615699],[-77.948466,39.615546],[-77.948571,39.615360],[-77.948644,39.615191],[-77.948705,39.615085],[-77.948759,39.614994],[-77.948854,39.614869],[-77.948915,39.614771],[-77.948926,39.614669],[-77.948956,39.614494],[-77.948985,39.614333],[-77.949058,39.614141],[-77.949140,39.613986],[-77.949230,39.613796],[-77.949369,39.613559]]",,11561267,unclassified,,,,,,,,,Four Locks Road,,,,,,A41,"Washington, MD",Four Locks,,,,,,,,,,position,,,,,,,,,,,,,,,,,,
,,,"[[-80.372942,39.721129],[-80.371386,39.721635],[-80.370125,39.721757],[-80.369385,39.721857],[-80.369206,39.721881],[-80.368829,39.721960],[-80.366921,39.722677],[-80.365766,39.723204],[-80.364631,39.723896],[-80.363991,39.724058],[-80.360899,39.724387],[-80.359831,39.724717],[-80.359040,39.725051],[-80.358812,39.725128],[-80.358423,39.725258],[-80.358012,39.725338],[-80.357588,39.725297],[-80.356640,39.725111],[-80.356244,39.725064],[-80.355842,39.725073],[-80.354888,39.725257],[-80.353571,39.725419],[-80.353019,39.725442],[-80.351868,39.725305],[-80.350616,39.725075],[-80.349704,39.724821],[-80.348335,39.724664],[-80.348157,39.724763],[-80.348000,39.724850],[-80.347832,39.724857],[-80.347507,39.724871],[-80.346288,39.724838],[-80.345372,39.724757],[-80.345179,39.724741],[-80.344996,39.724732],[-80.343300,39.724651],[-80.342816,39.724576],[-80.342558,39.724541],[-80.342336,39.724566],[-80.341273,39.725007],[-80.340750,39.725100],[-80.340431,39.725204],[-80.338867,39.726317],[-80.338548,39.726589],[-80.337926,39.727350],[-80.337891,39.727374],[-80.337733,39.727482],[-80.337137,39.727561],[-80.335776,39.727424],[-80.334150,39.727430],[-80.333672,39.727486],[-80.332424,39.728069],[-80.331359,39.728435],[-80.330341,39.728785]]",,11706395,residential,,,,,,,,,Hero Road,T307,,,,,A41,,Hero,T307,,,,,,,,,no,,,15352,,,,,15352,,,,,,,,,,
,,,"[[-80.519441,39.786646],[-80.519227,39.786809],[-80.518693,39.787102],[-80.518487,39.787243],[-80.518338,39.787405],[-80.518187,39.787630],[-80.518043,39.787833],[-80.517902,39.787983],[-80.517706,39.788172],[-80.517505,39.788362],[-80.517346,39.788555],[-80.517215,39.788765],[-80.517072,39.789075],[-80.516890,39.789605],[-80.516815,39.789945],[-80.516800,39.790193],[-80.516783,39.790301],[-80.516750,39.790378],[-80.516619,39.790609],[-80.516395,39.790950],[-80.516234,39.791139],[-80.515779,39.791529],[-80.515470,39.791775],[-80.515162,39.791969],[-80.514943,39.792080],[-80.514707,39.792158],[-80.514391,39.792229],[-80.513701,39.792341],[-80.513368,39.792430],[-80.513090,39.792542],[-80.512901,39.792656],[-80.512804,39.792772],[-80.512765,39.792923],[-80.512766,39.793357],[-80.512719,39.793467],[-80.512625,39.793565],[-80.512437,39.793655],[-80.512268,39.793720],[-80.512128,39.793736],[-80.511993,39.793702],[-80.511873,39.793659],[-80.511710,39.793624],[-80.511346,39.793597],[-80.511068,39.793595],[-80.510280,39.793656],[-80.509942,39.793708],[-80.509658,39.793786],[-80.509406,39.793880],[-80.507479,39.794885],[-80.507288,39.794974],[-80.507090,39.795046],[-80.506844,39.795117],[-80.505320,39.795425],[-80.505170,39.795471],[-80.504961,39.795579],[-80.503486,39.796425],[-80.503264,39.796537],[-80.503076,39.796601],[-80.501789,39.796853],[-80.501557,39.796918],[-80.500848,39.797225],[-80.500656,39.797296],[-80.499099,39.797724],[-80.498814,39.797828],[-80.498447,39.797991],[-80.498197,39.798085],[-80.497771,39.798209],[-80.497304,39.798327],[-80.497168,39.798367],[-80.496952,39.798459],[-80.496449,39.798708],[-80.496253,39.798795],[-80.496008,39.798875],[-80.495332,39.799071],[-80.494248,39.799331],[-80.493831,39.799416],[-80.493340,39.799554],[-80.492643,39.799808],[-80.492418,39.799871],[-80.492145,39.799911],[-80.491425,39.800001],[-80.490960,39.800066],[-80.490817,39.800104],[-80.490666,39.800166],[-80.490541,39.800243],[-80.490412,39.800352],[-80.489156,39.801884],[-80.488991,39.802050],[-80.488274,39.802685],[-80.487460,39.803284],[-80.486257,39.804090],[-80.486112,39.804157],[-80.485796,39.804235],[-80.485632,39.804300],[-80.485491,39.804384],[-80.485275,39.804587],[-80.485142,39.804756],[-80.485036,39.804953],[-80.484895,39.805371],[-80.484819,39.805500],[-80.484600,39.805784],[-80.484403,39.806079],[-80.484302,39.806280],[-80.484103,39.806702],[-80.484030,39.806929],[-80.483997,39.807134],[-80.483954,39.807267],[-80.483888,39.807398],[-80.483576,39.807841],[-80.483462,39.807967],[-80.483349,39.808063],[-80.483215,39.808137],[-80.482814,39.808211],[-80.482645,39.808213],[-80.482475,39.808173],[-80.482339,39.808108],[-80.482058,39.807883],[-80.481859,39.807634],[-80.481737,39.807379],[-80.481643,39.807272],[-80.481475,39.807160],[-80.479869,39.806596],[-80.479608,39.806532],[-80.479387,39.806497],[-80.479197,39.806500],[-80.479037,39.806519],[-80.478893,39.806567]]",,11706733,unclassified,,,,,,,,,Harts Run Road,,no,,T417,,A41,,Harts Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-79.969455,39.723968],[-79.968660,39.723992],[-79.968290,39.723978],[-79.967890,39.724224],[-79.966862,39.724947],[-79.966596,39.725200],[-79.966355,39.725613],[-79.966223,39.725877],[-79.965587,39.726505],[-79.964978,39.727731],[-79.963648,39.729844],[-79.963402,39.730117],[-79.962913,39.730424],[-79.962315,39.730736],[-79.960527,39.731514],[-79.959903,39.731904],[-79.959634,39.731984],[-79.959598,39.731995],[-79.959384,39.731936],[-79.959098,39.731725],[-79.958877,39.731520],[-79.958634,39.731295],[-79.957805,39.730877],[-79.956902,39.730500],[-79.956344,39.730101],[-79.955856,39.729816],[-79.955432,39.729396],[-79.955126,39.729175],[-79.954616,39.729181],[-79.954360,39.729142],[-79.953940,39.728926],[-79.953323,39.728697],[-79.952836,39.728474],[-79.952262,39.728204],[-79.951887,39.728003],[-79.951781,39.728012],[-79.951460,39.728052],[-79.950685,39.728347],[-79.950345,39.728432],[-79.950063,39.728433]]",,11708184,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.985767,39.724666],[-79.985968,39.724584],[-79.986064,39.724501],[-79.986049,39.724409],[-79.986014,39.724232],[-79.986034,39.724155],[-79.986119,39.724002],[-79.986254,39.723843],[-79.986426,39.723787]]",,11708246,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.261139,39.721059],[-80.261089,39.721183]]",,11712415,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.189970,39.731245],[-80.189585,39.731267],[-80.189360,39.731311],[-80.189222,39.731444],[-80.189090,39.731531],[-80.188781,39.731563],[-80.188330,39.731592],[-80.188080,39.731669],[-80.186601,39.732303],[-80.186029,39.732504],[-80.185388,39.732659],[-80.185130,39.732704],[-80.184666,39.732642],[-80.184167,39.732517],[-80.183601,39.732445],[-80.183359,39.732469],[-80.183173,39.732434],[-80.182983,39.732283],[-80.182778,39.732158],[-80.182548,39.732097],[-80.182312,39.732070],[-80.182141,39.731958],[-80.181964,39.731961],[-80.181789,39.731990],[-80.181730,39.731996],[-80.181605,39.732008],[-80.181371,39.732066],[-80.181212,39.732062],[-80.181187,39.732027],[-80.181072,39.731863],[-80.180913,39.731880],[-80.180735,39.731858],[-80.180513,39.731739],[-80.180333,39.731620],[-80.180127,39.731514],[-80.179910,39.731299],[-80.179814,39.731190],[-80.179662,39.731155],[-80.179416,39.730843],[-80.179220,39.730769],[-80.178789,39.730447],[-80.178657,39.730276],[-80.178488,39.730020],[-80.178317,39.729906],[-80.178114,39.729658],[-80.178035,39.729530],[-80.177988,39.729376],[-80.177898,39.729228],[-80.177761,39.729160],[-80.177697,39.729000],[-80.177619,39.728930],[-80.177525,39.728867],[-80.177501,39.728692],[-80.177448,39.728616],[-80.177451,39.728461],[-80.177424,39.728416],[-80.177356,39.728398],[-80.177320,39.728423],[-80.177250,39.728472],[-80.177107,39.728475],[-80.176918,39.728569],[-80.176643,39.728590]]",,11714172,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.166124,39.729779],[-80.166232,39.729959],[-80.166377,39.730104],[-80.166515,39.730179],[-80.166638,39.730164],[-80.166690,39.730040]]",,11715189,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.157107,39.723924],[-80.157104,39.724210],[-80.157060,39.724346],[-80.157056,39.724463],[-80.157192,39.724720],[-80.157304,39.725065],[-80.157370,39.725219],[-80.157705,39.725787],[-80.157887,39.726006],[-80.157923,39.726056],[-80.157901,39.726164],[-80.157874,39.726245]]",,11715205,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.167388,39.730365],[-80.167383,39.730213],[-80.167480,39.730102],[-80.167902,39.730085],[-80.168169,39.730023],[-80.168397,39.729899],[-80.168468,39.729860],[-80.168593,39.729618],[-80.168631,39.729218]]",,11715216,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.061122,39.729631],[-80.061069,39.729596],[-80.060986,39.729566],[-80.060483,39.729594],[-80.060283,39.729606],[-80.060226,39.729701],[-80.060202,39.729817],[-80.060208,39.729893]]",,11715437,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.264814,39.729624],[-80.265273,39.729230],[-80.265810,39.728944],[-80.265987,39.729001],[-80.266321,39.729178],[-80.267131,39.729764]]",,11715466,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.265810,39.728944],[-80.265604,39.728584]]",,11715481,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.245636,39.723647],[-80.245432,39.723712],[-80.245180,39.723793],[-80.244800,39.723924],[-80.244700,39.723949],[-80.244309,39.724045],[-80.243947,39.724208],[-80.243639,39.724280],[-80.243218,39.724437]]",,11715958,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.517370,39.924322],[-80.517517,39.924195],[-80.517424,39.923896],[-80.517194,39.923855],[-80.516826,39.923830],[-80.516572,39.923735],[-80.516071,39.923465],[-80.515849,39.923340],[-80.515666,39.923286],[-80.515298,39.923122],[-80.514962,39.922920],[-80.514797,39.922831],[-80.514550,39.922762],[-80.514251,39.922623],[-80.514176,39.922569],[-80.513943,39.922084],[-80.513667,39.921538],[-80.513474,39.921048],[-80.513309,39.920803],[-80.513197,39.920551],[-80.513039,39.920282],[-80.512970,39.920090],[-80.512966,39.919830],[-80.512879,39.919658],[-80.512765,39.919574],[-80.512377,39.919568],[-80.511735,39.919386],[-80.511431,39.919276],[-80.511139,39.919181],[-80.511005,39.919049],[-80.510962,39.918852],[-80.510979,39.918455],[-80.510850,39.917695],[-80.510871,39.917549],[-80.510942,39.917436],[-80.511132,39.917446],[-80.511273,39.917407],[-80.511387,39.917227],[-80.511524,39.916845],[-80.511487,39.916693],[-80.511310,39.916565],[-80.511036,39.916466],[-80.510516,39.916351],[-80.509684,39.916019],[-80.509424,39.915965],[-80.509157,39.915979]]",,11716064,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.162539,39.725894],[-80.162653,39.725795]]",,11716205,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.345372,39.724757],[-80.345366,39.724970],[-80.345334,39.725179],[-80.345235,39.725319],[-80.345213,39.725467],[-80.345285,39.725597],[-80.345318,39.725780]]",,11716251,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.517202,39.959739],[-80.517675,39.960605],[-80.517886,39.960694]]",,11717380,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.516591,39.962063],[-80.517275,39.962108],[-80.517432,39.962545],[-80.518129,39.962383]]",,11717388,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.153937,39.721390],[-80.153752,39.721561],[-80.153620,39.721654],[-80.153530,39.721718],[-80.153377,39.721809],[-80.153328,39.721815],[-80.153246,39.721825],[-80.152853,39.721806]]",,11717547,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.098180,39.723147],[-80.098851,39.722961],[-80.099282,39.722928],[-80.099682,39.723128],[-80.100139,39.723231],[-80.101593,39.723196],[-80.102026,39.723135],[-80.102578,39.722964],[-80.102920,39.723015],[-80.103402,39.723290],[-80.103762,39.723589],[-80.104021,39.723963],[-80.104045,39.724393],[-80.104119,39.724917],[-80.104164,39.725091],[-80.104413,39.725480],[-80.104653,39.725841],[-80.104914,39.726018],[-80.105412,39.726197],[-80.105908,39.726341],[-80.106358,39.726506],[-80.106800,39.726709],[-80.107191,39.726810],[-80.107438,39.726827],[-80.108021,39.726771],[-80.108546,39.726629],[-80.108797,39.726499],[-80.109050,39.726188],[-80.109486,39.725391],[-80.109626,39.725081],[-80.109700,39.725029],[-80.109825,39.725084],[-80.109888,39.725295],[-80.109929,39.725636],[-80.110002,39.725818],[-80.110086,39.726086],[-80.110179,39.726303],[-80.110348,39.726548],[-80.110475,39.726683],[-80.110782,39.726794],[-80.110939,39.726937],[-80.111061,39.726991],[-80.111082,39.727000],[-80.111574,39.727012],[-80.111833,39.727101],[-80.112114,39.727329],[-80.112234,39.727501],[-80.112260,39.727734],[-80.112448,39.728227],[-80.112537,39.728626],[-80.112484,39.729263],[-80.112471,39.729730],[-80.112516,39.729905],[-80.112662,39.730310],[-80.112796,39.730643],[-80.112884,39.731006],[-80.113016,39.731251],[-80.113250,39.731721],[-80.113379,39.731908],[-80.113396,39.732127]]",,11717591,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.517185,39.933219],[-80.517362,39.933134],[-80.517522,39.932995],[-80.517660,39.932887],[-80.517850,39.932836],[-80.518010,39.932844],[-80.518156,39.932913],[-80.518240,39.932964],[-80.518308,39.933006],[-80.518375,39.933173],[-80.518562,39.933334],[-80.518706,39.933478],[-80.518822,39.933627],[-80.518925,39.933739],[-80.519005,39.933814],[-80.519081,39.933803],[-80.519134,39.933759],[-80.519364,39.933463]]",,11717603,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
,,,"[[-80.511923,39.877415],[-80.511980,39.877294],[-80.511924,39.876943],[-80.511965,39.876667],[-80.512005,39.876531],[-80.512018,39.876127],[-80.511940,39.876008],[-80.511818,39.875933],[-80.511510,39.875836],[-80.511330,39.875765],[-80.511324,39.875685],[-80.511599,39.875709],[-80.511987,39.875646],[-80.512448,39.875583],[-80.512669,39.875581],[-80.512933,39.875730],[-80.513236,39.875969],[-80.513377,39.876038],[-80.513485,39.876038],[-80.513599,39.875956],[-80.513950,39.875496],[-80.514186,39.874907],[-80.514384,39.874587]]",,11718864,residential,,,,,,,,,,,,,,,A41,,,,,,,,,,,,no,tiger_import_dch_v0.7_20071109,,,,,,,,,,,,,,,,,
